id,state,abbrev,county,Population2020,BuildingValue,Areasqmi,NationalRiskIndexValueComposite,NationalRiskIndexScoreComposite,NationalRiskIndexRatingComposite,ExpectedAnnualLossScoreComposite,ExpectedAnnualLossRatingComposite,ExpectedAnnualLossTotalComposite,ExpectedAnnualLossBuildingValueComposite,ExpectedAnnualLossPopulationComposite,ExpectedAnnualLossPopulationEquivalenceComposite,SocialVulnerabilityScore,SocialVulnerabilityRating,CommunityResilienceScore,CommunityResilienceRating,CommunityResilienceValue,CommunityRiskFactorValue,AvalancheHistoricLossRatioTotalRating,AvalancheExpectedAnnualLossRating,AvalancheHazardTypeRiskIndexRating,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,EarthquakeExposureImpactedAreasqmi,EarthquakeExposureBuildingValue,EarthquakeExposurePopulation,EarthquakeExposurePopulationEquivalence,EarthquakeExposureTotal,EarthquakeHistoricLossRatioBuildings,EarthquakeHistoricLossRatioTotalRating,EarthquakeExpectedAnnualLossBuildingValue,EarthquakeExpectedAnnualLossPopulationEquivalence,EarthquakeExpectedAnnualLossTotal,EarthquakeExpectedAnnualLossScore,EarthquakeExpectedAnnualLossRating,EarthquakeHazardTypeRiskIndexValue,EarthquakeHazardTypeRiskIndexScore,EarthquakeHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposurePopulationEquivalence,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossPopulationEquivalence,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposurePopulationEquivalence,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossPopulationEquivalence,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposurePopulationEquivalence,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossPopulationEquivalence,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposurePopulationEquivalence,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossPopulationEquivalence,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposurePopulationEquivalence,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossPopulationEquivalence,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WildfireExposureImpactedAreasqmi,WildfireExposureBuildingValue,WildfireExposurePopulation,WildfireExposurePopulationEquivalence,WildfireExposureTotal,WildfireHistoricLossRatioTotalRating,WildfireExpectedAnnualLossBuildingValue,WildfireExpectedAnnualLossPopulationEquivalence,WildfireExpectedAnnualLossTotal,WildfireExpectedAnnualLossScore,WildfireExpectedAnnualLossRating,WildfireHazardTypeRiskIndexValue,WildfireHazardTypeRiskIndexScore,WildfireHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposurePopulationEquivalence,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossPopulationEquivalence,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
143,North Dakota,ND,LaMoure,4083,1336272214,1162.576,3225117.864,26.153,Very Low,32.807,Very Low,3425557.022,1377028.965,0.042,485641.231,2.1,Very Low,62.29,Relatively High,2.646,0.941,Not Applicable,Not Applicable,Not Applicable,1162.576,Relatively Low,Relatively High,Relatively High,1162.576,Very Low,Very Low,Very Low,1162.576,1336249000,4093,47478800000,48815049000,0.009,Very Low,876.8,178.526,1055.326,3.281,Very Low,989.852,2.736,Very Low,117,3.415,1162.576,1336272214,4083,47362800000,48958344138,Very High,96451.343,24139.885,616293.319,84.646,Relatively Moderate,579664.034,82.055,Relatively Moderate,1162.576,Relatively Low,Relatively Low,Relatively Low,0.84,1162.576,1336272214,4083,47362800000,48699072214,Relatively High,52403.947,40844.461,93248.408,59.827,Relatively Moderate,87302.641,55.53,Relatively Low,Relatively High,Very Low,Very Low,704,31.981,1162.576,1336272214,4083,47362800000,48699072214,Very Low,592.121,1692.407,2284.528,0.901,Very Low,2138.335,0.74,Very Low,Relatively Moderate,Very Low,Very Low,63,1.826,1162.576,1336272214,4083,47362800000,48958344138,Very High,449161.659,27960.645,524155.553,66.935,Relatively Moderate,493182.73,58.416,Relatively Low,0.529,1162.576,1336272214,4083,47362800000,48958344138,Relatively Low,210409.544,21712.436,242029.167,24.69,Very Low,226752.658,20.172,Very Low,100.05,238954716.7,648.317,7520476176,7787480821,Relatively Low,15431.848,837.814,16368.462,36.303,Very Low,14789.46,33.248,Very Low,134,8.297,1162.576,1336272214,4083,47362800000,48958344138,Very High,530078.206,221688.829,752071.842,95.946,Very High,707961.804,95.005,Relatively High
144,North Dakota,ND,Logan,1876,914480623,1021.226,2062653.545,14.604,Very Low,20.768,Very Low,2312734.894,1265988.752,0.019,216651.314,2.01,Very Low,73.36,Relatively High,2.686,0.892,Not Applicable,Not Applicable,Not Applicable,1021.226,Relatively Low,Relatively High,Relatively High,1021.226,Very Low,Very Low,Very Low,1021.226,914469000,1876,21761600000,22676069000,0.006,Very Low,334.3,54.245,388.545,1.021,Very Low,346.531,0.827,Very Low,95,2.787,1021.226,914480623,1876,21761600000,22854289620,Very High,217374.874,7111.287,364982.039,78.257,Relatively Low,325515.69,72.701,Relatively Low,1021.226,Relatively Low,Relatively Low,Very Low,0.896,1021.226,914480623,1876,21761600000,22676080623,Very High,244506.044,20373.011,264879.055,80.779,Relatively Moderate,236237.073,76.649,Relatively Moderate,Relatively High,Very Low,Very Low,602,27.325,1021.226,914480623,1876,21761600000,22676080623,Relatively Moderate,3822.76,666.855,4489.615,2.091,Very Low,4004.143,1.609,Very Low,Relatively Moderate,Very Low,Very Low,58,1.686,1021.226,914480623,1876,21761600000,22854289620,Very High,315964.51,15620.819,352144.95,54.187,Relatively Low,314066.705,43.398,Relatively Low,0.405,1021.226,914480623,1876,21761600000,22854289620,Relatively Moderate,130769.95,8226.406,146856.805,19.293,Very Low,130976.84,14.508,Very Low,88.555,291374325.2,458.447,5317984004,5657695647,Relatively High,51300.771,68.769,51695.45,54.979,Very Low,46105.502,51.893,Very Low,112,6.935,1021.226,914480623,1876,21761600000,22854289620,Very High,297203.087,39033.95,336412.147,89.477,Relatively High,300035.127,86.096,Relatively High
145,North Dakota,ND,McHenry,5344,6546783463,1930.816,6765175.37,52.943,Relatively Low,55.865,Relatively Low,6594057.148,5737545.404,0.062,718358.783,5.7,Very Low,56.4,Relatively Moderate,2.622,1.026,Not Applicable,Not Applicable,Not Applicable,1930.816,Very Low,Relatively Moderate,Relatively Moderate,1930.816,Very Low,Very Low,Very Low,1930.816,6546759000,5345,62002000000,68548759000,0.01,Relatively Moderate,3296.4,876.535,4172.935,9.873,Very Low,4281.249,9.259,Very Low,74,2.171,1930.816,6546783463,5344,61990400000,68705019486,Relatively High,90466.34,11082.518,116900.979,56.483,Relatively Low,120313.906,52.211,Relatively Low,1930.816,Relatively Low,Relatively Low,Relatively Low,0.542,1930.816,6546783463,5344,61990400000,68537183463,Very High,1083874.647,34002.381,1117877.028,95.103,Relatively High,1150915.976,94.37,Relatively High,Relatively High,Relatively Low,Relatively Low,435,19.731,1930.816,6546783463,5344,61990400000,68537183463,Relatively Moderate,7473.523,11921.259,19394.783,13.095,Very Low,19947.18,11.229,Very Low,Relatively Moderate,Relatively Low,Relatively Low,32,0.937,1930.816,6546783463,5344,61990400000,68705019486,Very High,468853.057,41952.7,532205.859,67.401,Relatively Moderate,548019.307,62.106,Relatively Moderate,0.629,1930.816,6546783463,5344,61990400000,68705019486,Relatively Moderate,417434.374,122207.898,542449.595,37.004,Relatively Low,558384.18,32.071,Relatively Low,354.234,2493267429,1352.255,15686162454,18243202333,Very High,1464429.267,10809.724,1476326.331,90.073,Relatively Moderate,1506108.99,88.769,Relatively Moderate,109,6.749,1930.816,6546783463,5344,61990400000,68705019486,Very High,1616222.747,118357.142,1734740.39,99.195,Very High,1783163.664,99.077,Very High
146,North Dakota,ND,McIntosh,2530,1406494393,1004.602,2149673.632,15.304,Very Low,16.682,Very Low,1977921.041,1049459.965,0.036,411827.529,12.29,Very Low,51.43,Relatively Moderate,2.604,1.087,Not Applicable,Not Applicable,Not Applicable,1004.602,Relatively Low,Relatively High,Relatively High,1004.602,Very Low,Very Low,Very Low,1004.602,1406482000,2530,29348000000,30754482000,0.009,Relatively Low,905.4,96.6,1002,3.126,Very Low,1089.009,3.15,Very Low,117,3.433,1004.602,1406494393,2530,29348000000,30863168594,Relatively High,87830.967,7936.422,183634.309,65.385,Relatively Low,199580.177,62.997,Relatively Low,1004.602,Relatively Low,Relatively Low,Relatively Low,0.754,1004.602,1405910916,2526.625,29308855565,30714766482,Relatively High,64936.371,27786.834,92723.205,59.627,Relatively Moderate,100774.815,58.394,Relatively Low,Relatively High,Very Low,Very Low,569,25.826,1004.602,1406494393,2530,29348000000,30754494393,Relatively Low,3175.721,854.135,4029.856,1.802,Very Low,4379.789,1.834,Very Low,Relatively Moderate,Very Low,Very Low,74,2.173,1004.602,1406494393,2530,29348000000,30863168594,Very High,246438.5,20233.585,292976.603,48.852,Relatively Low,318417.199,43.907,Relatively Low,0.426,1004.602,1406494393,2530,29348000000,30863168594,Relatively Moderate,225175.864,11417.628,240395.292,24.566,Very Low,261269.994,21.604,Very Low,102.41,500591129.1,633.572,7349429866,7877617425,Relatively High,129438.097,107.082,129795.071,67.642,Relatively Low,141065.814,66.942,Relatively Low,112,6.935,1004.602,1406494393,2530,29348000000,30863168594,Very High,289798.541,139048.756,428956.641,91.489,Relatively High,466205.052,90.869,Relatively High
147,North Dakota,ND,McKenzie,14685,4879579357,2889.445,6587878.201,51.925,Relatively Low,50.696,Very Low,5471358.847,2748444.281,0.195,2262103.122,46.5,Relatively Moderate,66.23,Relatively High,2.661,1.204,Not Applicable,Not Applicable,Not Applicable,2813.111,Very Low,Relatively High,Relatively High,2813.111,Very Low,Very Low,Very Low,2813.111,4879516000,14704,171000000000,175000000000,0.011,Very Low,3008.9,333.603,3342.503,8.14,Very Low,4018.248,8.591,Very Low,73,2.181,2813.111,4879579357,14685,170000000000,175000000000,Relatively High,169032.192,58192.01,277683.305,73.356,Relatively Low,328308.393,72.956,Relatively Low,2813.111,Relatively Low,Relatively Low,Relatively Low,0.527,2813.111,4879579357,14683.953,170000000000,175000000000,Very High,604132.274,104384.897,708517.171,92.272,Relatively High,846489.31,92.605,Relatively High,Relatively Low,Relatively Moderate,Relatively Moderate,468,21.844,2813.111,4879579357,14685,170000000000,175000000000,Relatively High,13344.646,45747.574,59092.22,37.548,Relatively Low,72533.179,38.192,Relatively Low,Relatively Low,Relatively Low,Relatively Low,47,1.408,2813.111,4879579357,14685,170000000000,175000000000,Relatively High,280602.17,223130.033,519558.597,66.78,Relatively Moderate,624708.708,66.147,Relatively Moderate,0.495,2889.445,4879579357,14685,170000000000,175000000000,Relatively Low,339660.138,415425.013,757545.609,44.076,Relatively Low,919022.305,42.889,Relatively Low,40.93,521167772,1239.751,14381116358,14913639776,Relatively High,167159.177,222.402,167517.135,70.283,Relatively Low,181635.856,69.679,Relatively Low,70,4.452,2813.111,4879579357,14685,170000000000,175000000000,Very High,873808.607,229313.685,1103196.055,97.926,Very High,1319824.222,98.186,Very High
148,North Dakota,ND,McLean,9755,9016637478,2351.462,7007846.019,54.216,Relatively Low,57.258,Relatively Low,6921771.776,5421538.242,0.12,1395998.872,4.9,Very Low,80.59,Very High,2.715,1.012,Not Applicable,Not Applicable,Not Applicable,2163.606,Very Low,Relatively High,Relatively High,2163.606,Very Low,Relatively Low,Relatively Low,2163.606,9016599000,9771,113000000000,122000000000,0.008,Relatively Low,3946.4,892.086,4838.486,11.08,Very Low,4989.827,10.595,Very Low,85,2.704,2163.606,9016637478,9755,113000000000,122000000000,Relatively Moderate,95026.214,36324.843,158057.335,62.841,Relatively Low,161215.909,58.925,Relatively Low,2163.606,Relatively Low,Relatively Low,Relatively Low,0.633,2163.606,9016637478,9755,113000000000,122000000000,Very High,1437412.367,73227.9,1510640.267,96.536,Very High,1518754.586,95.903,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,518,25.549,2163.606,9016637478,9755,113000000000,122000000000,Relatively High,41609.748,35167.734,76777.482,45.656,Relatively Low,77374.316,40.669,Relatively Low,Relatively Moderate,Very Low,Very Low,46,1.446,2163.606,9016637478,9755,113000000000,122000000000,Very High,1055714.806,141512.357,1224252.128,86.476,Relatively High,1243116.329,84.569,Relatively Moderate,0.722,2351.462,9016637478,9755,113000000000,122000000000,Relatively Moderate,878184.229,278310.802,1159935.181,55.831,Relatively Low,1175657.486,49.857,Relatively Low,173.734,2232791251,1512.122,17540616842,19803383703,Very High,304035.296,79.712,304249.906,76.837,Relatively Low,308319.194,75.087,Relatively Low,90,6.057,2163.606,9016637478,9755,113000000000,122000000000,Very High,1440505.468,147012.268,1587677.888,99.041,Very High,1624552.221,98.886,Very High
149,North Dakota,ND,Mercer,8350,3201622481,1123.829,4087768.006,34.712,Very Low,36.243,Very Low,3759824.056,1889890.001,0.138,1600531.337,22.34,Relatively Low,90.26,Very High,2.767,1.087,Not Applicable,Not Applicable,Not Applicable,1063.852,Relatively Low,Relatively High,Relatively High,1063.852,Very Low,Very Low,Very Low,1063.852,3201580000,8350,96860000000,100000000000,0.007,Very Low,1017.3,183.956,1201.256,3.869,Very Low,1318.805,3.723,Very Low,92,2.836,1063.852,3201622481,8350,96860000000,100000000000,Relatively High,173232.28,26671.268,212682.97,68.455,Relatively Low,231929.825,65.956,Relatively Low,1063.852,Relatively Low,Relatively Low,Relatively Low,0.674,1063.852,3201620559,8349.987,96859854323,100000000000,Very High,538439.128,64869.767,603308.895,90.806,Relatively High,657133.586,90.34,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,505,24.242,1063.852,3201622481,8350,96860000000,100000000000,Relatively Moderate,868.467,24620.821,25489.288,16.924,Very Low,27531.419,15.637,Very Low,Very Low,Very Low,Very Low,53,1.636,1063.852,3201622481,8350,96860000000,100000000000,Relatively High,234974.968,120270.51,374270.291,55.924,Relatively Moderate,407151.805,51.829,Relatively Low,0.335,1123.829,3201622481,8350,96860000000,100000000000,Relatively Moderate,283150.188,266077.908,550603.166,37.376,Relatively Low,596965.419,33.471,Relatively Low,77.429,517171826.1,1384.147,16056108761,16591098268,Relatively Low,75630.215,193.183,75980.47,61.024,Very Low,84261.327,60.547,Very Low,73,4.775,1063.852,3201620559,8349.987,96859854323,100000000000,Very High,523275.174,122849.259,646166.434,95.079,Relatively High,703180.912,94.941,Relatively High
150,North Dakota,ND,Morton,33242,8505133566,1964.803,11962124.68,70.06,Relatively Low,73.135,Relatively Low,12879875.07,7531784.338,0.406,4715282.763,5.12,Very Low,94.62,Very High,2.8,0.929,Not Applicable,Not Applicable,Not Applicable,1950.206,Very Low,Relatively High,Relatively High,1950.206,Very Low,Very Low,Very Low,1950.206,8505054000,33291,386000000000,395000000000,0.004,Very Low,1598.7,262.033,1860.733,5.107,Very Low,1773.051,4.645,Very Low,97,2.856,1950.206,8505133566,33242,386000000000,394000000000,Relatively High,1342149.457,104371.983,1489118.11,93.455,Relatively Moderate,1387400.292,92.014,Relatively Moderate,1950.206,Relatively Low,Relatively Moderate,Relatively Moderate,0.887,1950.206,8505130800,33241.996,386000000000,394000000000,Very High,2069962.921,379754.988,2449717.91,98.634,Very High,2281765.692,97.502,Very High,Very Low,Relatively Low,Relatively Low,551,25.188,1950.206,8505133566,33242,386000000000,394000000000,Relatively Moderate,9919.476,66579.135,76498.611,45.528,Relatively Low,72068.842,37.806,Relatively Low,Very Low,Relatively Moderate,Relatively Low,61,1.785,1950.206,8505133566,33242,386000000000,394000000000,Relatively High,743237.303,376873.37,1135861.596,85.05,Relatively Moderate,1059719.381,81.196,Relatively Moderate,0.612,1964.803,8505133566,33242,386000000000,394000000000,Relatively Low,867502.95,1353596.34,2225436.862,72.922,Relatively Moderate,2080570.903,66.688,Relatively Low,113.788,1689566280,5747.379,66669601398,68392989479,Relatively Moderate,344107.85,941.651,345290.2,77.887,Relatively Low,272379.32,73.847,Relatively Low,87,5.427,1950.206,8505130800,33241.996,386000000000,394000000000,Relatively High,1644342.658,157739.779,1802210.279,99.288,Very High,1683606.813,99.014,Very High
151,North Dakota,ND,Mountrail,9797,3754260380,1961.019,4382496.16,37.289,Very Low,30.981,Very Low,3225662.566,2022873.152,0.097,1127371.905,61.3,Relatively High,36.63,Relatively Low,2.544,1.359,Not Applicable,Not Applicable,Not Applicable,1884.599,Very Low,Relatively High,Relatively High,1884.599,Very Low,Relatively Low,Relatively Low,1884.599,3754220000,9809,114000000000,118000000000,0.008,Very Low,1624.5,217.096,1841.596,5.045,Very Low,2491.938,5.918,Very Low,67,2.03,1884.599,3754260380,9797,114000000000,118000000000,Relatively Moderate,102463.63,22426.292,139645.119,60.453,Relatively Low,189909.229,62.074,Relatively Low,1884.599,Relatively Low,Relatively Low,Relatively Low,0.538,1884.599,3754260380,9797,114000000000,117000000000,Very High,558393.543,59840.429,618233.972,91.039,Relatively High,835047.55,92.438,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,467,22.074,1884.599,3754260380,9797,114000000000,117000000000,Relatively Moderate,2756.513,30578.291,33334.804,22.458,Very Low,45641.11,24.292,Very Low,Relatively Low,Very Low,Very Low,34,1.014,1884.599,3754260380,9797,114000000000,118000000000,Relatively High,151461.671,85326.261,260229.76,44.727,Relatively Low,355305.667,47.152,Relatively Low,0.492,1961.019,3754260380,9797,114000000000,118000000000,Relatively Low,296426.595,209528.24,508380.24,35.36,Relatively Low,691901.847,36.112,Relatively Low,75.677,874131821.2,2011.772,23336553594,24228244466,Relatively High,231752.699,386.402,232282.98,73.91,Relatively Low,314122.02,75.342,Relatively Low,82,5.283,1884.599,3754260380,9797,114000000000,118000000000,Very High,657642.195,137806.626,795560.791,96.441,Very High,1079340.613,97.073,Very High
152,North Dakota,ND,Nelson,3007,1095891383,1019.056,2165548.099,15.431,Very Low,17.734,Very Low,2094355.171,1056077.403,0.012,143918.218,5.06,Very Low,50.22,Relatively Moderate,2.598,1.034,Not Applicable,Not Applicable,Not Applicable,1019.056,Relatively Low,Relatively High,Relatively High,1019.056,Very Low,Very Low,Very Low,1019.056,1095878000,3015,34974000000,36069878000,0.005,Very Low,252.5,58.699,311.199,0.774,Very Low,321.777,0.7,Very Low,138,4.048,1019.056,1095891383,3007,34881200000,36115766014,Relatively High,230822.921,257.934,311034.27,75.558,Relatively Low,321607.186,72.447,Relatively Low,1019.056,Relatively Low,Relatively Low,Relatively Low,0.669,1019.056,1095891383,3007,34881200000,35977091383,Very High,299348.914,25913.651,325262.565,83.444,Relatively Moderate,336319.14,82.478,Relatively Moderate,Relatively High,Very Low,Very Low,443,20.109,1019.056,1095891383,3007,34881200000,35977091383,Relatively Low,2348.616,785.53,3134.146,1.416,Very Low,3240.684,1.384,Very Low,Relatively Moderate,Very Low,Very Low,72,2.106,1019.056,1095891383,3007,34881200000,36115766014,Relatively Moderate,25462.846,13403.724,73947.911,19.696,Relatively Low,76461.605,15.717,Very Low,0.703,1019.056,1095891383,3007,34881200000,36115766014,Relatively Low,161320.724,9742.98,176088.241,21.371,Very Low,182073.968,17.69,Very Low,203.99,284105581.4,661.757,7676379029,7993705485,Relatively Moderate,111234.799,812.553,112553.495,65.733,Relatively Low,116379.5,65.097,Relatively Low,114.01,7.059,1019.056,1095891383,3007,34881200000,36115766014,Relatively High,181754.087,35428.248,217321.045,83.349,Relatively High,224708.389,81.133,Relatively Moderate
153,North Dakota,ND,Oliver,1874,599420257,738.462,1321434.855,7.381,Very Low,9.223,Very Low,1263474.094,599060.106,0.037,431974.761,20.88,Relatively Low,80.39,Very High,2.714,1.046,Not Applicable,Not Applicable,Not Applicable,738.462,Relatively Low,Relatively Moderate,Relatively Moderate,738.462,Very Low,Very Low,Very Low,738.462,599410000,1877,21773200000,22372610000,0.004,Very Low,90.7,23.104,113.804,0.186,Very Low,119.024,0.191,Very Low,93,2.734,738.462,599420257,1874,21738400000,22392102385,Relatively High,75912.645,6103.563,105174.902,54.156,Relatively Low,109999.708,50.398,Relatively Low,738.462,Relatively Low,Relatively Low,Very Low,0.801,738.462,599420257,1874,21738400000,22337820257,Very High,127428.196,18613.175,146041.371,69.753,Relatively Moderate,152740.89,67.189,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,572,25.982,738.462,599420257,1874,21738400000,22337820257,Relatively Moderate,1935.766,5711.228,7646.994,4.472,Very Low,7997.793,3.893,Very Low,Relatively Low,Very Low,Very Low,56,1.647,738.462,599420257,1874,21738400000,22392102385,Very High,144623.801,28911.731,192895.594,36.29,Relatively Low,201744.509,30.958,Relatively Low,0.232,738.462,599420257,1874,21738400000,22392102385,Relatively Moderate,54027.605,62535.439,117752.012,16.998,Very Low,123153.782,13.745,Very Low,66.937,239952051.3,797.564,9251746954,9506003423,Relatively Moderate,48971.678,118.51,49185.021,53.961,Very Low,51441.341,53.834,Very Low,73,4.52,738.462,599420257,1874,21738400000,22392102385,Very High,130352.727,82620.438,213007.93,83.101,Relatively High,222779.481,81.005,Relatively Moderate
154,North Dakota,ND,Pembina,6825,2587826104,1132.561,5696326.064,46.612,Very Low,53.018,Relatively Low,5945184.708,2679339.838,0.097,1122807.522,9.01,Very Low,49.62,Relatively Moderate,2.596,0.958,Not Applicable,Not Applicable,Not Applicable,1132.559,Relatively Low,Very High,Very High,1132.559,Very Low,Very Low,Very Low,1132.559,2587781000,6844,79390400000,81978181000,0.005,Very Low,563.1,91.239,654.339,2.167,Very Low,652.809,1.941,Very Low,86,2.501,1132.559,2587826104,6825,79170000000,82082083215,Relatively Moderate,19646.409,371.113,116947.837,56.545,Relatively Low,112946.229,50.97,Relatively Low,1132.559,Relatively Low,Very Low,Very Low,0.376,1132.559,2587826104,6825,79170000000,81757826104,Very High,458133.025,31112.77,489245.795,88.608,Relatively High,491974.286,87.175,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,340,15.41,1132.559,2587826104,6825,79170000000,81757826104,Relatively High,3746.792,32403.344,36150.137,24.035,Very Low,36859.959,20.656,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,45,1.319,1132.559,2587826104,6825,79170000000,82082083215,Very High,480544.595,33880.483,523981.911,66.904,Relatively Moderate,522692.021,60.261,Relatively Moderate,0.492,1132.561,2587826104,6825,79170000000,82082083215,Relatively Low,188424.155,12813.754,207026.666,23.108,Very Low,204738.038,18.995,Very Low,62.869,217333039.6,712.555,8265635944,8497851695,Relatively Low,89464.264,906.679,90709.484,62.997,Relatively Low,102505.066,63.506,Very Low,111.005,6.873,1132.559,2587826104,6825,79170000000,82082083215,Relatively High,469879.721,27574.461,497769.968,92.851,Relatively High,501524.585,91.855,Relatively High
155,North Dakota,ND,Pierce,3976,1600333128,1093.393,1898589.304,12.822,Very Low,15.042,Very Low,1849134.373,1257927.977,0.045,520852.999,22.47,Relatively Low,61.74,Relatively High,2.644,1.027,Not Applicable,Not Applicable,Not Applicable,1093.393,Very Low,Relatively Moderate,Relatively Moderate,1093.393,Very Low,Very Low,Very Low,1093.393,1600307000,3990,46284000000,47884307000,0.006,Very Low,372.1,65.139,437.239,1.3,Very Low,449.766,1.273,Very Low,85,2.487,1093.393,1600333128,3976,46121600000,47835277594,Relatively High,84050.209,9260.337,116678.16,56.421,Relatively Low,119822.047,52.084,Relatively Low,1093.393,Relatively Low,Relatively Low,Relatively Low,0.575,1093.393,1600333128,3976,46121600000,47721933128,Very High,260787.375,26320.409,287107.784,81.845,Relatively Moderate,294665.401,80.613,Relatively Moderate,Relatively High,Very Low,Very Low,417,18.942,1093.393,1600333128,3976,46121600000,47721933128,Relatively Moderate,2311.762,8487.659,10799.421,6.371,Very Low,11073.19,5.502,Very Low,Relatively Low,Very Low,Very Low,36,1.047,1093.393,1600333128,3976,46121600000,47835277594,Very High,286706.058,33609.584,351868.354,54.156,Relatively Low,361332.006,47.821,Relatively Low,0.384,1093.393,1600333128,3976,46121600000,47835277594,Relatively Low,102253.378,77533.99,181711.984,21.836,Very Low,186430.931,17.976,Very Low,179.61,219845145,417.832,4846853459,5091351879,Relatively High,97401.317,3104.858,100911.394,64.27,Relatively Low,104156.063,63.856,Very Low,117,7.245,1093.393,1600333128,3976,46121600000,47835277594,Very High,420084.741,106909.004,527110.09,93.439,Relatively High,541399.783,92.778,Relatively High
