state,abbrev,county,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
Montana,MT,Dawson,2407.526,Very Low,Relatively Moderate,Relatively Moderate,2407.526,Very Low,Very Low,Very Low,76,2.213,2407.526,3032846399,8924,107000000000,Relatively Low,10482.917,38821.026,33.964,Very Low,37010.695,27.458,Very Low,2407.526,Relatively Low,Relatively Moderate,Relatively Low,0.021,2407.526,3032846399,8924,107000000000,Relatively High,11328.379,12963.592,24.417,Very Low,11945.292,21.119,Very Low,Relatively Low,Relatively Low,Relatively Low,455,20.642,2407.526,3032846399,8924,107000000000,Relatively High,1823.627,53955.393,34.234,Relatively Low,55067.074,28.636,Relatively Low,Very Low,Relatively Low,Relatively Low,57,1.658,2407.526,3032846399,8924,107000000000,Relatively High,458088.885,579728.897,69.758,Relatively Moderate,537148.981,61.47,Relatively Moderate,0.318,2407.526,3032846399,8924,107000000000,Relatively Low,133828.685,299261.961,27.419,Very Low,294166.148,23.099,Very Low,69,4.272,2407.526,3032846399,8924,107000000000,Relatively Moderate,7314.168,113545.241,71.495,Relatively Moderate,115396.854,67.261,Relatively Moderate
Montana,MT,Deer Lodge,748.878,Very Low,Relatively High,Relatively High,748.878,Very Low,Very Low,Very Low,23,0.656,748.878,2098175922,9414,111000000000,Relatively Moderate,15963.532,16443.932,19.479,Very Low,19773.607,17.499,Very Low,748.878,No Rating,No Expected Annual Losses,No Rating,0.018,748.878,2098175922,9414,111000000000,Relatively High,42.707,4699.309,12.125,Very Low,5545.847,12.025,Very Low,Relatively Low,Relatively Low,Relatively Low,206,9.323,748.878,2098175922,9414,111000000000,Very High,64.595,74880.738,45.142,Relatively Low,90435.438,45.109,Relatively Low,Relatively Low,Very Low,Very Low,11,0.31,748.878,2098175922,9414,111000000000,Relatively Moderate,9973.145,38285.956,13.337,Very Low,46461.301,11.009,Very Low,0.021,748.878,2098175922,9414,111000000000,Relatively Low,7961.065,18996.343,7.413,Very Low,23268.249,5.663,Very Low,148.945,9.223,748.878,2098175922,9414,111000000000,Relatively Low,434.891,79212.804,62.396,Relatively Moderate,96408.192,62.552,Relatively Moderate
Montana,MT,Fallon,1639.262,Relatively Low,Relatively Moderate,Relatively Moderate,1639.262,Very Low,Very Low,Very Low,81,2.353,1639.262,1341816580,3048,36750585850,Relatively High,61680.636,105059.049,54.125,Relatively Low,111893.279,50.716,Relatively Low,1639.262,Relatively Low,Relatively Low,Relatively Low,0.159,1639.262,1341816580,3048,36698616580,Relatively Moderate,3373.597,7564.681,17.855,Very Low,8056.774,16.256,Very Low,Relatively High,Relatively Low,Relatively Low,483,21.932,1639.262,1341816580,3048,36698616580,Relatively High,2175.187,14644.726,9.363,Very Low,15597.385,8.14,Very Low,Relatively Low,Very Low,Very Low,48,1.387,1639.262,1341816580,3048,36750585850,Relatively Moderate,815.561,51705.201,16.036,Very Low,55068.692,12.313,Very Low,0.209,1639.262,1341816580,3048,36750585850,Relatively Moderate,51700.762,88163.748,15.105,Very Low,93898.915,12.409,Very Low,65,4.025,1639.262,1341816580,3048,36750585850,Relatively High,69087.4,98578.972,67.998,Relatively Moderate,104991.664,64.811,Relatively Moderate
Montana,MT,Fergus,4393.939,Relatively Low,Relatively High,Relatively High,4393.939,Very Low,Very Low,Very Low,47,1.38,4393.939,5109286165,11438,138000000000,Relatively Low,835.63,9843.319,13.803,Very Low,9763.345,9.959,Very Low,4393.939,Relatively Low,Relatively Low,Relatively Low,0.015,4393.939,5109286165,11438,138000000000,Very High,16519.2,18586.03,29.447,Relatively Low,19638.848,27.682,Very Low,Very Low,Relatively Moderate,Relatively Moderate,332,15.065,4393.939,5109286165,11438,138000000000,Very High,330.694,79974.992,46.943,Relatively Low,89141.319,44.723,Relatively Low,Very Low,Very Low,Very Low,22,0.627,4393.939,5109286165,11438,138000000000,Relatively Low,10556.722,16119.064,8.002,Very Low,16667.701,5.059,Very Low,0.591,4393.939,5109286165,11438,138000000000,Very Low,121412.4,135711.581,18.393,Very Low,143553.082,15.304,Very Low,185.015,11.456,4393.939,5109286165,11438,138000000000,Relatively Moderate,22575.622,165066.604,78.582,Relatively Moderate,181966.65,77.665,Relatively Moderate
Montana,MT,Flathead,5309.073,Very Low,Very High,Very High,5309.073,Very Low,Very Low,Very Low,12,0.332,5309.073,21135609776,104238,1230000000000,Very Low,3449.321,4508.599,8.778,Very Low,4708.134,5.791,Very Low,5309.073,Relatively Low,Relatively Low,Relatively Low,0.015,5309.073,21135609776,104238,1230000000000,Relatively Moderate,225.661,16845.426,27.881,Very Low,17593.096,26.282,Very Low,Very Low,Relatively High,Relatively High,112,5.053,5309.073,21135609776,104238,1230000000000,Very High,45.083,266108.759,78.958,Relatively Moderate,280966.703,76.834,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,7,0.179,5309.073,21135609776,104238,1230000000000,Relatively Low,8395.423,80127.258,20.471,Relatively Low,84290.326,16.608,Very Low,0.063,5309.073,21135609776,104238,1230000000000,Very Low,2136.358,15940.106,6.7,Very Low,16692.481,4.709,Very Low,224.03,13.872,5309.073,21135604934,104237.922,1230000000000,Very Low,42439.696,143189.054,75.89,Relatively Moderate,148830.421,73.592,Relatively Moderate
Montana,MT,Gallatin,2660.364,Very Low,Relatively Low,Relatively Low,2660.364,Very Low,Relatively Low,Relatively Low,19,0.55,2660.364,25191534591,118825,1400000000000,Relatively High,797166.081,803054.267,87.903,Relatively Moderate,728537.475,85.014,Relatively Moderate,2660.364,Very High,Very Low,Very Low,0.015,2660.364,25191534591,118825,1400000000000,Relatively High,81448.557,102920.07,61.726,Relatively Moderate,93402.759,56.895,Relatively Low,Very Low,Relatively Low,Relatively Low,215,9.737,2660.364,25191534591,118825,1400000000000,Very High,605.091,569515.8,89.736,Relatively High,518029.13,86.937,Relatively Moderate,Very Low,Relatively Low,Relatively Low,15,0.423,2660.364,25191534591,118825,1400000000000,Relatively Low,4550.926,277080.695,46.929,Relatively Low,250936.55,36.621,Relatively Low,0.054,2660.364,25191534591,118825,1400000000000,Relatively Low,82900.285,230713.671,24.194,Very Low,208823.116,19.185,Very Low,225.042,13.934,2660.364,25191534591,118825,1400000000000,Very Low,2901.864,135505.862,74.559,Relatively Moderate,122791.311,68.947,Relatively Moderate
Montana,MT,Garfield,4898.048,Relatively Low,Relatively Moderate,Relatively Moderate,4898.048,Very Low,Very Low,Very Low,53,1.544,4898.048,895016161,1171,14541127744,Relatively High,24395.288,33091.245,30.645,Very Low,27933.959,22.367,Very Low,4898.048,Relatively Low,Relatively Low,Relatively Low,0.015,4898.048,895016161,1171,14478616161,Very High,2893.741,3105.339,8.827,Very Low,2621.37,6.362,Very Low,Relatively High,Relatively Low,Relatively Low,386,17.532,4898.048,895016161,1171,14478616161,Relatively High,177.088,6593.814,3.668,Very Low,5566.165,2.413,Very Low,Relatively Low,Very Low,Very Low,43,1.246,4898.048,895016161,1171,14541127744,Very High,50605.419,80646.475,20.533,Relatively Low,68077.684,14.318,Very Low,0.362,4898.048,895016161,1171,14541127744,Very Low,12660.897,14604.873,6.266,Very Low,12328.697,4.168,Very Low,74.031,4.584,4898.048,895016161,1171,14541127744,Relatively Moderate,4619.784,13267.634,22.686,Relatively Low,11199.867,15.367,Very Low
Montana,MT,Glacier,3066.605,Very Low,Relatively High,Relatively High,3066.605,Very Low,Very Low,Relatively Low,13,0.377,3066.605,3019229099,13712,162000000000,Very Low,854.695,1060.228,4.56,Very Low,1557.123,2.736,Very Low,3066.605,No Rating,No Expected Annual Losses,No Rating,0.015,3066.605,3019229099,13712,162000000000,Relatively Moderate,32.236,2218.503,6.795,Very Low,3397.404,7.861,Very Low,Relatively Low,Relatively Low,Relatively Low,110,4.972,3066.605,3019229099,13712,162000000000,Very High,4.468,49914.664,31.21,Relatively Low,75929.567,39.929,Relatively Low,Very Low,Very Low,Very Low,7,0.187,3066.605,3019229099,13712,162000000000,Relatively Moderate,15525.364,35871.729,12.469,Very Low,53563.037,12.059,Very Low,0.043,3066.605,3019229099,13712,162000000000,Very Low,3676.856,5783.355,3.505,Very Low,8586.788,3.309,Very Low,227.618,14.094,3066.605,3019229099,13712,162000000000,Relatively Low,5123.056,58484.351,54.906,Relatively Moderate,92135.882,61.311,Relatively Moderate
Montana,MT,Golden Valley,1187.301,Relatively Low,Relatively Low,Relatively Low,1187.301,Very Low,Very Low,Very Low,78,2.274,1187.301,529124103,813,9981244489,Relatively High,38780.313,45334.243,36.911,Very Low,44106.932,30.894,Very Low,1187.301,Relatively Low,Very Low,Very Low,0.015,1187.301,529124103,813,9959924103,Very High,1710.749,1857.657,5.863,Very Low,1807.366,4.83,Very Low,Relatively High,Relatively Low,Relatively Low,336,15.252,1187.301,529124103,813,9959924103,Relatively Moderate,83.586,1566.699,0.515,Very Low,1524.285,0.515,Very Low,Relatively Low,Very Low,Very Low,29,0.838,1187.301,529124103,813,9981244489,Relatively High,14466.129,23706.843,10.019,Very Low,23065.039,6.65,Very Low,0.103,1187.301,529124103,813,9981244489,Relatively Low,9396.586,10331.173,5.335,Very Low,10051.482,3.754,Very Low,82.094,5.083,1187.301,529124103,813,9981244489,Relatively Moderate,1733.262,9201.733,17.765,Relatively Low,8952.619,12.79,Very Low
Montana,MT,Granite,1750.271,Relatively Low,Relatively Moderate,Relatively Moderate,1750.271,Very Low,Very Low,Very Low,22,0.63,1750.271,1314077808,3291,39510200670,Relatively Moderate,2349.97,8812.415,12.779,Very Low,8882.628,9.322,Very Low,1750.271,No Rating,No Expected Annual Losses,No Rating,0.142,1750.271,1314077808,3291,39489677808,Relatively High,132.817,12853.531,24.25,Very Low,13581.745,22.452,Very Low,Relatively Low,Relatively Low,Relatively Low,195,8.827,1750.271,1314077808,3291,39489677808,Very High,1308.352,16279.466,10.746,Very Low,16833.249,9.073,Very Low,Very Low,Very Low,Very Low,11,0.3,1750.271,1314077808,3291,39510200670,Relatively High,11759.158,18225.819,8.499,Very Low,18589.99,5.663,Very Low,0.03,1750.271,1314077808,3291,39510200670,Relatively Low,2748.101,4769.829,3.071,Very Low,4936.028,2.577,Very Low,194.057,12.016,1750.271,1314077780,3291,39510198397,Relatively Low,377.684,36392.437,43.764,Relatively Low,37317.064,38.562,Relatively Low
Montana,MT,Hill,2945.904,Very Low,Relatively High,Relatively High,2945.904,Very Low,Relatively Low,Relatively Low,17,0.5,2945.904,4698338873,16298,194000000000,Very Low,1593.302,1914.502,5.614,Very Low,2070.131,3.277,Very Low,2945.904,Relatively Low,Relatively Low,Relatively Low,0.015,2945.904,4698338873,16298,194000000000,Relatively High,15190.536,18135.562,28.981,Relatively Low,19539.521,27.648,Very Low,Very Low,Relatively Low,Relatively Low,194,8.791,2945.904,4698338873,16298,194000000000,Very High,185.994,69841.677,43.179,Relatively Low,82070.143,42.117,Relatively Low,Relatively Moderate,Very Low,Very Low,19,0.535,2945.904,4698338873,16298,194000000000,Relatively Low,17692.276,24576.879,10.174,Very Low,25922.582,7.191,Very Low,0.096,2945.904,4698338873,16298,194000000000,Very Low,29077.117,34867.253,9.708,Very Low,38325.885,7.413,Very Low,97,6.006,2945.904,4698338873,16298,194000000000,Relatively Low,3648.267,110044.731,70.443,Relatively Moderate,128000.024,69.742,Relatively Moderate
Montana,MT,Jefferson,1676.165,Very Low,Relatively Low,Relatively Low,1676.165,Very Low,Very Low,Very Low,25,0.726,1676.165,2953620197,12032,143000000000,Relatively High,75179.98,75974.6,47.208,Relatively Low,78978.901,43.048,Very Low,1676.165,No Rating,No Expected Annual Losses,No Rating,0.015,1676.165,2953620197,12032,143000000000,Relatively High,9549.561,11723.727,23.051,Very Low,12241.416,21.386,Very Low,Relatively Low,Relatively Low,Relatively Low,250,11.342,1676.165,2953620197,12032,143000000000,Relatively High,87.434,46123.415,29.086,Relatively Low,46711.364,24.903,Very Low,Relatively Low,Very Low,Very Low,13,0.378,1676.165,2953620197,12032,143000000000,Relatively Moderate,11709.518,53935.036,16.315,Very Low,53935.004,12.154,Very Low,0.05,1676.165,2953620197,12032,143000000000,Relatively Low,11220.008,24682.718,8.468,Very Low,24439.869,5.854,Very Low,145.259,8.994,1676.165,2953620197,12032,143000000000,Relatively Moderate,912.923,156395.076,77.53,Relatively Moderate,158587.767,74.897,Relatively Moderate
Montana,MT,Judith Basin,1889.368,Relatively Low,Relatively Moderate,Relatively Moderate,1889.368,Very Low,Very Low,Very Low,45,1.315,1889.368,1605513248,2023,25174294154,Relatively Low,1155.334,3332.047,7.506,Very Low,2892.844,4.232,Very Low,1889.368,Relatively Moderate,Very Low,Very Low,0.015,1889.368,1605513248,2023,25072313248,Very High,5190.9,5556.453,14.29,Very Low,4824.048,10.726,Very Low,Relatively High,Relatively Low,Relatively Low,271,12.297,1889.368,1605513248,2023,25072313248,Very High,54.066,11676.427,7.014,Very Low,10137.337,5.051,Very Low,No Rating,No Expected Annual Losses,No Rating,22,0.622,1889.368,1605513248,2023,25174294154,Relatively Moderate,12783.086,13202.935,7.134,Very Low,11462.633,3.595,Very Low,0.169,1889.368,1605513248,2023,25174294154,Relatively Low,34487.457,37099.783,10.112,Very Low,32209.596,6.809,Very Low,232.011,14.366,1889.368,1605513248,2023,25174294154,Relatively Moderate,774.205,41378.212,47.044,Relatively Low,35924.078,37.639,Relatively Low
Montana,MT,Lake,1670.697,Very Low,Very High,Very High,1670.697,Very Low,Very Low,Very Low,14,0.386,1670.697,7096610805,31051,367000000000,Relatively Low,652.891,18295.314,20.689,Very Low,25165.199,20.904,Very Low,1670.697,Relatively High,Very Low,Very Low,0.09,1670.697,7090052719,31035.432,367000000000,Relatively Low,238.335,20621.248,31.379,Relatively Low,29033.817,34.277,Relatively Low,Very Low,Relatively Low,Relatively Low,111,5.008,1670.697,7096610805,31051,367000000000,Very High,2997.37,77587.912,45.946,Relatively Low,102560.537,48.713,Relatively Low,Relatively Low,Very Low,Very Low,9,0.258,1670.697,7096610805,31051,367000000000,Relatively Low,5659.3,48705.16,15.478,Very Low,65117.134,13.904,Very Low,0.022,1670.697,7096610805,31051,367000000000,Very Low,809.66,5779.146,3.474,Very Low,7675.009,3.118,Very Low,163.012,10.094,1670.697,7051583998,30855.447,365000000000,Relatively Low,33882.597,186159.354,81.306,Relatively Moderate,241932.636,82.501,Relatively Moderate
Montana,MT,Lewis and Clark,3532.878,Very Low,Relatively High,Relatively High,3532.878,Very Low,Very Low,Very Low,28,0.797,3532.878,13843613255,70922,837000000000,Very Low,99.536,2451.738,6.359,Very Low,2415.335,3.691,Very Low,3532.878,No Rating,No Expected Annual Losses,No Rating,0.015,3532.878,13843613255,70922,837000000000,Relatively Moderate,147.806,11455.745,22.685,Very Low,11184.813,20.286,Very Low,Very Low,Relatively Moderate,Relatively Moderate,180,8.152,3532.878,13843613255,70922,837000000000,Very High,411.851,378938.047,84.62,Relatively Moderate,369603.146,81.918,Relatively Moderate,Very Low,Relatively Low,Relatively Low,18,0.507,3532.878,13843613255,70922,837000000000,Relatively Low,6286.156,156952.807,31.731,Relatively Low,153880.339,25.581,Relatively Low,0.091,3532.878,13843613255,70922,837000000000,Very Low,36580.302,56621.645,12.5,Very Low,55540.375,9.227,Very Low,224.493,13.9,3532.878,13832774685,70892,836000000000,Very Low,8638.428,121120.343,72.857,Relatively Moderate,118313.912,67.961,Relatively Moderate
Montana,MT,Liberty,1461.745,Relatively Low,Relatively Moderate,Relatively Moderate,1461.745,Very Low,Relatively Low,Relatively Low,22,0.643,1461.745,1090811660,1955,23870194601,Very Low,476.589,578.899,3.133,Very Low,730.069,1.654,Very Low,1461.745,No Rating,No Expected Annual Losses,No Rating,0.015,1461.745,1090811660,1955,23768811660,Very High,3526.781,3880.047,10.36,Very Low,4893.254,10.893,Very Low,Relatively High,Very Low,Very Low,164,7.449,1461.745,1090811660,1955,23768811660,Very High,35.777,6741.5,3.764,Very Low,8501.926,4.086,Very Low,Relatively Low,Very Low,Very Low,21,0.596,1461.745,1090811660,1955,23870194601,Relatively High,10858.3,20162.58,9.15,Very Low,25427.689,7.063,Very Low,0.054,1461.745,1090811660,1955,23870194601,Relatively Low,6558.684,7450.566,4.156,Very Low,9396.153,3.532,Very Low,73,4.52,1461.745,1090811660,1955,23870194601,Relatively Low,637.446,10295.719,19.499,Relatively Low,12984.268,17.34,Very Low
Montana,MT,Lincoln,3712.036,Very Low,Relatively Moderate,Relatively Moderate,3712.036,Very Low,Very Low,Very Low,7,0.187,3712.036,4970816982,19614,232000000000,Relatively Low,1019.748,3868.844,7.94,Very Low,4746.493,5.822,Very Low,3712.036,Relatively Low,Relatively Low,Relatively Low,0.034,3712.036,4970816982,19614,232000000000,Relatively Low,78.937,4010.421,10.693,Very Low,4844.831,10.793,Very Low,Very Low,Relatively Low,Relatively Low,107,4.832,3712.036,4970816982,19614,232000000000,Very High,6.818,47460.604,29.698,Relatively Low,59123.935,30.92,Relatively Low,Very Low,Relatively Low,Very Low,5,0.144,3712.036,4970816982,19614,232000000000,Relatively High,22185.825,48447.172,15.385,Very Low,58899.119,12.822,Very Low,0.041,3712.036,4970816982,19614,232000000000,Very Low,5028.665,15787.84,6.638,Very Low,18500.539,4.963,Very Low,141.897,8.786,3712.036,4970816982,19614,232000000000,Relatively Low,28745.817,81385,63.076,Relatively Moderate,100576.125,63.665,Relatively Moderate
Montana,MT,McCone,2709.079,Relatively Low,Relatively Moderate,Relatively Moderate,2709.079,Very Low,Very Low,Very Low,71,2.078,2709.079,1501691976,1721,21535545501,Very High,76335.036,127511.383,58.251,Relatively Low,121368.624,52.466,Relatively Low,2709.079,Relatively Low,Relatively Low,Relatively Low,0.015,2709.079,1501691976,1721,21465291976,Very High,4855.228,5166.21,13.324,Very Low,4917.332,10.959,Very Low,Relatively High,Relatively Low,Relatively Low,396,17.975,2709.079,1501691976,1721,21465291976,Relatively High,762.16,10049.621,6.017,Very Low,9565.489,4.698,Very Low,Relatively Low,Very Low,Very Low,62,1.822,2709.079,1501691976,1721,21535545501,Very High,246529.033,293775.52,49.038,Relatively Low,279623.118,39.739,Relatively Low,0.318,2709.079,1501691976,1721,21535545501,Relatively Moderate,52412.611,75706.587,14.392,Very Low,72059.482,11.04,Very Low,66.009,4.087,2709.079,1501691976,1721,21535545501,Relatively Moderate,313.086,16053.95,25.874,Relatively Low,15280.564,19.376,Very Low
Montana,MT,Madison,3639.921,Relatively Moderate,Very Low,Very Low,3639.921,Very Low,Very Low,Very Low,14,0.409,3639.921,3816112565,8605,104000000000,Relatively Moderate,18387.241,19065.838,21.557,Very Low,17692.544,16.067,Very Low,3639.921,No Rating,No Expected Annual Losses,No Rating,0.015,3639.921,3816112565,8605,104000000000,Relatively High,41.354,3554.661,9.76,Very Low,3342.515,7.728,Very Low,Relatively Low,Relatively Low,Relatively Low,220,9.961,3639.921,3816112565,8605,104000000000,Very High,98.843,47339.391,29.633,Relatively Low,44751.538,23.938,Very Low,Relatively Moderate,Very Low,Very Low,11,0.321,3639.921,3816112565,8605,104000000000,Relatively Moderate,2018.371,21323.575,9.522,Very Low,19984.466,5.854,Very Low,0.082,3639.921,3816112565,8605,104000000000,Very Low,9378.317,13952.588,6.11,Very Low,13022.372,4.295,Very Low,176.066,10.902,3639.921,3808644058,8565,103000000000,Relatively Low,838.906,73236.493,60.755,Relatively Moderate,69012.871,53.675,Relatively Low
Montana,MT,Meagher,2418.931,Relatively Low,Relatively Low,Relatively Low,2418.931,Very Low,Very Low,Very Low,39,1.129,2418.931,868394717,1926,23252175422,Relatively High,32754.924,33593.785,30.924,Very Low,30687.038,23.831,Very Low,2418.931,Relatively High,Very Low,Very Low,0.015,2418.931,868394717,1926,23209994717,Very High,2807.669,3155.695,8.861,Very Low,2882.644,6.895,Very Low,Relatively High,Relatively Low,Relatively Low,220,9.956,2418.931,868394717,1926,23209994717,Relatively High,20.949,5640.969,3.153,Very Low,5152.877,2.188,Very Low,Relatively Moderate,Very Low,Very Low,21,0.591,2418.931,868394717,1926,23252175422,Relatively High,13604.248,20013.167,9.026,Very Low,18281.501,5.504,Very Low,0.151,2418.931,868394717,1926,23252175422,Relatively Low,9751.003,17433.509,7.072,Very Low,15925.052,4.55,Very Low,216.98,13.435,2418.931,868394717,1926,23252175422,Relatively Moderate,390.843,36600.877,43.949,Relatively Low,33433.938,35.857,Relatively Low
Montana,MT,Mineral,1235.792,Very Low,Relatively Low,Relatively Low,1235.792,Very Low,Very Low,Very Low,12,0.338,1235.792,1045916888,4516,53432210046,Relatively Low,951.787,2161.69,5.893,Very Low,2681.076,3.945,Very Low,1235.792,Relatively Low,Relatively Low,Relatively Low,0.21,1235.792,1045916888,4516,53431516888,Relatively Moderate,167.299,10959.293,22.152,Very Low,13596.411,22.485,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,110,4.965,1235.792,1045916888,4516,53431516888,Very High,305.61,13448.279,8.205,Very Low,16783.272,9.041,Very Low,Relatively Moderate,Relatively Low,Relatively Low,9,0.264,1235.792,1045916888,4516,53432210046,Relatively Moderate,9039.361,17445.269,8.313,Very Low,21568.587,6.077,Very Low,0.016,1235.792,1045916888,4516,53432210046,Very Low,164.616,853.512,1.365,Very Low,1053.738,1.304,Very Low,253.008,15.666,1235.792,1045916888,4516,53432210046,Relatively Low,446.159,46455.873,49.489,Relatively Low,57640.381,48.934,Relatively Low
Montana,MT,Missoula,2644.374,Very Low,Very High,Very High,2644.374,Very Low,Very Low,Very Low,16,0.46,2644.374,22171310876,117719,1390000000000,Relatively Low,657.505,42539.218,35.67,Very Low,43528.084,30.417,Very Low,2644.374,Relatively Low,Relatively Low,Relatively Low,0.191,2644.374,22168631277,117705.097,1390000000000,Relatively Moderate,3478.598,423136.496,86.642,Relatively High,431749.355,85.476,Relatively High,Very Low,Relatively High,Relatively High,131,5.951,2644.374,22171310876,117719,1390000000000,Very High,7056.645,470538.323,87.066,Relatively High,480975.717,85.553,Relatively Moderate,Very Low,Relatively Low,Relatively Low,10,0.291,2644.374,22171310876,117719,1390000000000,Relatively Low,46827.376,153569.981,31.079,Relatively Low,157541.753,26.026,Relatively Low,0.033,2644.374,22171310876,117719,1390000000000,Very Low,22771.276,87344.205,15.012,Very Low,90433.933,12.218,Very Low,199.073,12.327,2644.374,22171308482,117718.989,1390000000000,Very Low,1104.806,29760.36,39.338,Relatively Low,29974.93,33.408,Relatively Low
