FACILITY NAME,ID NUMBER,TELEPHONE,ADDRESS,UNIT,CITY,COUNTY,ZIP,LICENSE TYPE,CAPACITY,,Mammography,,,Home Health Agency,,,Hospice,,,Ambulatory Surgical Facility,,,Hospital,,,Assisted Living Facility - Type I,,,Assisted Living Facility - Type II,,,End Stage Renal Disease Facility,,,Birthing Center,,,Abortion Clinic,,,Nursing Care Facility,,,Small Health Care Facility,,,Small Health Care Facility - Type N,,Personal Care Agency,
Moab Regional Hospital,F23-106991,4357193500,450 West Williams Way,,Moab,Grand,84532,Hospital,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Care LLC,F23-106636,4357526469,860 South Highway 89/91,,Logan,Cache,84321,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moniker Hospice Services of Salt Lake City, Inc.",F23-107286,8015061500,1751 W Alexander St,Suite 107,West Valley City,Salt Lake,84119,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monument Healthcare Bountiful,F23-106736,8012953135,460 West 2600 South,,Bountiful,Davis,84010,Nursing Care Facility,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monument Healthcare Millcreek,F23-106569,8012613664,1201 East 4500 South,,Salt Lake City,Salt Lake,84117,Nursing Care Facility,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain View Health Services,F23-106734,8014798480,5865 South Wasatch Drive,,Ogden,Weber,84403,Nursing Care Facility,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain View Hospital,F23-106746,8014657100,1000 East 100 North,,Payson,Utah,84651,Hospital,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain West Endoscopy Center,F23-107272,8019443166,6360 South 3000 East,Suite 320,Salt Lake City,Salt Lake,84121,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain West Medical Center,F23-106747,4358433700,2055 North Main Street,,Tooele,Tooele,84074,Hospital,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain West Surgical Center,F23-107151,8013831111,1551 South Renaissance Towne Drive,Suite 200,Bountiful,Davis,84010,Ambulatory Surgical Facility,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Ogden Health and Rehabilitation Center,F23-106899,8014795700,375 East 5350 South,,Washington Terrace,Weber,84405,Nursing Care Facility,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt. Ogden Surgical Center,F23-107271,8014794470,4364 Washington Boulevard,,Ogden,Weber,84403,Ambulatory Surgical Facility,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt. Olympus Rehabilitation Center,F23-106575,8014862096,2200 East 3300 South,,Salt Lake City,Salt Lake,84109,Nursing Care Facility,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multicultural Health Services, LLC",F23-106481,8018956174,5905 West Horn Silver Circle,,Kearns,Salt Lake,84118,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray Surgery Center LLC,F23-107267,4803324448,326 East 5770 South,,Murray,Salt Lake,84107,Ambulatory Surgical Facility,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Caring Companion,F23-106893,8013419089,5558 West Rustic Hill Road,,Herriman,Salt Lake,84096,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neurorestorative,F23-106618,8014179400,13747 South Redwood Road,,Riverton,Salt Lake,84065,Nursing Care Facility,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Utah Rehabilitation Hospital,F23-107024,8014755254,5825 Harrison Boulevard,,South Ogden,Weber,84403,Hospital,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Northpointe Surgical Center, LLC",F23-107208,4358430180,2326 North 400 East,Bldg. C Suite 100,Tooele,Tooele,84074,Ambulatory Surgical Facility,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nurse Next Door Red Rock,F23-108039,4358408350,1440 Seabiscuit Drive,,Kaysville,Davis,84037,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogden Regional Medical Center,F23-106519,8014792111,5475 South 500 East,,Ogden,Weber,84405,Hospital,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One You Love Homecare,F23-108160,8018425395,328 North 1030 West,,Orem,Utah,84057,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OneCare Home Health Utah, LLC",F23-107204,8015427384,1751 West Alexander Street,Suite 108,West Valley City,Salt Lake,84119,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Option Care,F23-106745,8019789600,2233 South Presidents Drive,Suite B,Salt Lake City,Salt Lake,84120,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orem Community Hospital,F23-106994,8017143307,331 North 400 West,,Orem,Utah,84057,Hospital,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orem Rehabilitation And Nursing Center,F23-106573,8012254741,575 East 1400 South,,Orem,Utah,84097,Nursing Care Facility,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovation Hospice,F23-107166,8016941198,800 Fort Union Boulevard,Suite B,Midvale,Salt Lake,84047,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovation Hospice North,F23-107164,8015427150,800 Fort Union Boulevard,Suite C,Midvale,Salt Lake,84047,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramount Health And Rehabilitation,F23-106592,8012629181,4035 South 500 East,,Salt Lake City,Salt Lake,84107,Nursing Care Facility,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Park City Surgery Center, LLC",F23-107188,4356312072,800 Round Valley Drive,,Park City,Summit,84060,Ambulatory Surgical Facility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkdale Health And Rehab,F23-107064,4356372621,250 East 600 North,,Price,Carbon,84501,Nursing Care Facility,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkway Health Center,F23-106808,8014659211,55 South Professional Way,,Payson,Utah,84651,Nursing Care Facility,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathway Hospice and Palliative Care,F23-107359,4354776999,1240 East 100 South,Suite 17B,Saint George,Washington,84790,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pentec Health, Inc",F23-106928,8002234376,222 South Main Street,5Th Floor,Salt Lake City,Salt Lake,84101,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physicians Surgery Center,F23-107349,8012772062,1485 East 3900 South,,Salt Lake City,Salt Lake,84124,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Creek Rehabilitation and Nursing,F23-106895,8013559649,876 West 700 South,,Salt Lake City,Salt Lake,84104,Nursing Care Facility,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine View Transitional Rehab,F23-107002,8016891600,1497 East Skyline Drive,,Ogden,Weber,84405,Nursing Care Facility,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pinnacle Home Health, Inc.",F23-107348,8012740299,2040 East Murray Holladay Road,Suite 205,Holladay,Salt Lake,84117,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnacle Nursing And Rehabilitation Center,F23-107035,4356379213,1340 East 300 North,,Price,Carbon,84501,Nursing Care Facility,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointe Meadows Health and Rehabilitation,F23-106469,3853745600,2750 North Digital Drive,,Lehi,Utah,84043,Nursing Care Facility,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Premier Nursing Group, LLC",F23-106709,8017339833,9980 South 300 West,Suite 200,Sandy,Salt Lake,84070,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimRose Home Care,F23-107351,4357871369,286 North Gateway Drive,Suite 101,Providence,Cache,84332,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primary Children's Hospital,F23-106680,8016621000,100 North Mario Capecchi Drive,,Salt Lake City,Salt Lake,84113,Hospital,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primary Home Health,F23-107278,8019800033,3300 North Running Creek Way,Suite 250,Lehi,Utah,84043,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primrose Hospice Inc,F23-107309,4357871369,286 North Gateway Drive,Suite 101,Providence,Cache,84332,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Professional Case Management Of Utah, LLC",F23-106486,3032537472,432 North Main Street,,Monticello,San Juan,84535,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provo Rehabilitation And Nursing,F23-106735,8013779661,1001 North 500 West,,Provo,Utah,84604,Nursing Care Facility,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Provo Surgery Center, LLC",F23-107268,8013571400,1157 North 300 West,4Th Floor,Provo,Utah,84604,Ambulatory Surgical Facility,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality Home Health,F23-107294,8017470330,888 East 3900 South,Suite B,Salt Lake City,Salt Lake,84107,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality Hospice,F23-107342,8017470330,888 East 3900 South,Suite B,Salt Lake City,Salt Lake,84107,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualitycare Personal Home Care,F23-106723,8019194291,1775 North Morton Drive,,Salt Lake City,Salt Lake,84116,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RMC Personal Care, LLC",F23-106651,8013974140,576 West 900 South,Suite 101,Woods Cross,Davis,84010,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Cliffs Health And Rehab,F23-106501,4356287770,1745 East 280 North,,Saint George,Washington,84790,Nursing Care Facility,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Mesa Home Care,F23-107218,4356803648,3 East Center Street,,Blanding,San Juan,84511,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refined Healthcare Services, LLC",F23-107198,8012619490,623 East Fort Union Boulevard,Suite 105,Midvale,Salt Lake,84047,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refined Hospice, LLC",F23-107346,8012619490,623 East Fort Union Boulevard,Suite 105,Midvale,Salt Lake,84047,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renew Home Health Inc,F23-107223,8013644250,5280 South Commerce Drive,#E-160,Murray,Salt Lake,84107,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renew Hospice,F23-107234,8013644250,5280 South Commerce Drive,Suite E160,Murray,Salt Lake,84107,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reyna Care LLC,F24-110424,4352743660,3143 South 840 East,Suite 310,Saint George,Washington,84790,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richfield Surgery Center, LLC",F23-107361,4358797612,860 North Main Street,Suite A,Richfield,Sevier,84701,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgeline Endoscopy Center,F23-107192,8014754900,6028 South Ridgeline Drive,Suite 100,Ogden,Weber,84405,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right At Home Of Salt Lake,F23-106698,8017580630,5965 South 900 East,Suite 225,Murray,Salt Lake,84121,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right At Home Of Utah County,F23-107034,8013731373,2230 North University Parkway,Suite 4A,Provo,Utah,84604,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riverwoods Surgery Center, LLC",F23-107175,8014374500,320 West Riverpark Drive,Suite 125,Provo,Utah,84604,Ambulatory Surgical Facility,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Care - Clearfield,F23-106502,8017284300,1481 East 1450 South,,Clearfield,Davis,84015,Nursing Care Facility,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Care - Cottage On Vine,F23-106737,8016933800,835 East Vine Street,,Murray,Salt Lake,84107,Nursing Care Facility,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Care - Hunter Hollow,F23-106811,8013974400,4090 West Pioneer Parkway,,West Valley City,Salt Lake,84120,Nursing Care Facility,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Care - Logan,F23-106499,4357505501,1480 North 400 East,,Logan,Cache,84341,Nursing Care Facility,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Care - Riverton,F23-106837,8016933900,3419 West 12600 South,,Riverton,Salt Lake,84065,Nursing Care Facility,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Care - The Lodge,F23-106738,4356545500,544 East 1200 South,,Heber City,Wasatch,84032,Nursing Care Facility,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Care - Willow Springs,F23-106973,4358432000,85 East 2000 North,,Tooele,Tooele,84074,Nursing Care Facility,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Home Care,F23-107279,8015254800,576 West 900 South,Suite 105,Woods Cross,Davis,84010,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Hospice,F23-107140,8013974900,576 West 900 South,Suite 105,Woods Cross,Davis,84010,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Personal Care,F23-106460,8013974140,576 West 900 South,Suite 101,Woods Cross,Davis,84010,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain Skilled Care,F23-106710,8015254800,576 West 900 South,Suite 101A,Woods Cross,Davis,84010,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rww Home & Community Rehab Services, Inc",F23-106727,8012640213,4548 South Atherton Drive,Suite 260,Taylorsville,Salt Lake,84123,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake Behavioral Health,F23-106611,8012646000,3802 South 700 East,,Salt Lake City,Salt Lake,84106,Hospital,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Juan Hospital,F23-106916,4355872116,380 West 100 North,,Monticello,San Juan,84535,Hospital,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Rafael Health And Rehabilitation,F23-106655,4353842301,455 West Mill Road,,Ferron,Emery,84523,Nursing Care Facility,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone American Fork,F23-106571,8017565293,350 East 300 North,,American Fork,Utah,84003,Nursing Care Facility,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Bountiful,F23-106768,8019512273,523 North Main Street,,Bountiful,Davis,84010,Nursing Care Facility,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Brigham City,F23-106570,4357237777,775 North 200 East,,Brigham City,Box Elder,84302,Nursing Care Facility,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Canyon Rim,F23-106497,8014870897,2730 East 3300 South,,Millcreek,Salt Lake,84109,Nursing Care Facility,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Holladay,F23-106977,8012622908,1205 East 4725 South,,Salt Lake City,Salt Lake,84117,Nursing Care Facility,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Millcreek,F23-106659,8012684766,3855 South 700 East,,Salt Lake City,Salt Lake,84106,Nursing Care Facility,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Nephi,F23-107041,4356231721,1100 North 400 East,,Nephi,Juab,84648,Nursing Care Facility,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone North Park,F23-106841,3853997800,350 South 400 East,,Bountiful,Davis,84010,Nursing Care Facility,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Pioneer Trail,F23-106901,4357235289,815 South 200 West,,Brigham City,Box Elder,84302,Nursing Care Facility,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Richfield,F23-106658,4358968211,163 East 1000 North,,Richfield,Sevier,84701,Nursing Care Facility,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone South Lake,F23-106896,8014662211,2472 South 300 East,,Salt Lake City,Salt Lake,84115,Nursing Care Facility,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Taylorsville,F23-106898,8019691420,6246 South Redwood Road,,Salt Lake City,Salt Lake,84123,Nursing Care Facility,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Health and Rehab,F23-106812,8015619839,50 East 9000 South,,Sandy,Salt Lake,84070,Nursing Care Facility,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanpete Valley Hospital - Cah,F23-106767,4354624123,1100 South Medical Drive,,Mount Pleasant,Sanpete,84647,Hospital,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saratoga Springs Surgery Center, LLC",F23-109098,3854898970,316 West Medical Drive,,Saratoga Springs,Utah,84045,Ambulatory Surgical Facility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasons Healthcare And Rehabilitation,F23-107065,4356281601,242 North 200 West,,Saint George,Washington,84770,Nursing Care Facility,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Select Home Care,F23-106927,8014327500,9730 South 700 East,#204,Sandy,Salt Lake,84070,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Helpers Of Northern Utah,F23-106967,4353630070,1177 South Main Street,Suite B,Smithfield,Cache,84335,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Helpers Of Southern Utah,F23-106635,4356680173,2019 East Riverside Drive,# A102,Saint George,Washington,84790,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Helpers of Provo,F23-108162,8017394907,460 North University Avenue,Suite 100,Provo,Utah,84601,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senior Partners, Inc",F23-106614,8013610499,4158 North Scenic Drive,,Provo,Utah,84604,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seniors Helping Seniors,F24-110575,3854994389,273 South Willow Reed,,Lehi,Utah,84043,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity Elder Care LLC,F23-106805,8017819183,3990 South Howick Street,Suite A111,Millcreek,,84107,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity Hospice of Utah LLC,F23-107139,8014711965,627 West 4000 North,,Pleasant Grove,Utah,84062,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevier Valley Hospital,F23-106674,4358934100,1000 North Main Street,,Richfield,Sevier,84701,Hospital,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solstice Home Health, LLC",F23-107298,8014851035,1250 East 3900 South,Suite 301,Salt Lake City,Salt Lake,84124,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solstice Hospice and Palliative Care, LLC",F23-107277,8014851035,1250 East 3900 South,Suite 301,Salt Lake City,Salt Lake,84124,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soraiya Home Care LLC,F23-106894,2606003757,1287 North Sir Phillip Drive,,Salt Lake City,Salt Lake,84116,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Davis Home Health,F23-107280,8012988983,481 South 400 East,,Bountiful,Davis,84010,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Davis Hospice,F23-107249,8012988983,481 South 400 East,,Bountiful,Davis,84010,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Davis Specialty Care,F23-106878,8012952361,481 South 400 East,,Bountiful,Davis,84010,Nursing Care Facility,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ogden Post Acute,F23-106657,8014798455,5540 South 1050 East,,Ogden,Weber,84405,Nursing Care Facility,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Utah Hospice,F23-107160,4356351001,83 South 2600 West,Suite 202,Hurricane,Washington,84737,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Utah Veterans Home - Ivins,F23-106459,4356345220,160 North 200 East,,Ivins,Washington,84738,Nursing Care Facility,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southwest Surgery Center, LLC",F23-107301,4352167063,161 West 200 North,Suite 105,Saint George,Washington,84770,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spanish Fork Hospital,F23-106471,3853445000,765 East Market Place Drive,,Spanish Fork,Utah,84660,Hospital,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spanish Fork Rehabilitation and Nursing,F23-107061,8017986220,151 East Center Street,,Spanish Fork,Utah,84660,Nursing Care Facility,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specialty Nursing Services,F23-107224,8017322178,620 South 9500 East,,Huntsville,Weber,84317,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Creek Healthcare Center,F23-107066,8012721892,4600 South Highland Drive,,Salt Lake City,Salt Lake,84117,Nursing Care Facility,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srs-Weber Valley LLC,F23-106897,6159887881,1920 West 250 North,,Marriott Slaterville,Weber,84404,End Stage Renal Disease Facility,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St George Endoscopy Center,F23-107227,4356743109,368 East Riverside Drive,Suite B,Saint George,Washington,84790,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St George Regional Hospital,F23-106673,4352512100,1380 East Medical Center Drive,,Saint George,Washington,84790,Hospital,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Joseph Villa,F23-107067,8014877557,451 East Bishop Federal Lane,,Salt Lake City,Salt Lake,84115,Nursing Care Facility,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mark's Hospital Surgery Center At 45Th South,F23-106681,8016856400,348 East 4500 South,Suite 100,Murray,Salt Lake,84107,Ambulatory Surgical Facility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mark's Outpatient Surgery Center,F23-107247,8012620358,1250 East 3900 South,Suite 100,Salt Lake City,Salt Lake,84124,Ambulatory Surgical Facility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. George Rehabilitation,F23-106903,4356280488,1032 East 100 South,,Saint George,Washington,84770,Nursing Care Facility,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. George Surgical Center,F23-107190,4356738080,676 South Bluff Street,Suite 101,Saint George,Washington,84770,Ambulatory Surgical Facility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. George Surgical Center - Riverfront,F23-107266,4356738080,585 East Riverside Drive,Suite 101,Saint George,Washington,84790,Ambulatory Surgical Facility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Mark's Hospital,F23-106995,8012687111,1200 East 3900 South,,Salt Lake City,Salt Lake,84124,Hospital,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Kids Pediatric Home Health,F23-107360,8013618578,131 South 700 East,Suite 101,American Fork,Utah,84003,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonebridge Home Care North,F23-107043,8019240950,308 East 4500 South,Suite 100-A,Murray,Salt Lake,84107,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonebridge Home Care Solutions,F23-106696,8019240950,308 East 4500 South,Suite 100-C,Murray,Salt Lake,84107,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonebridge Home Care South,F23-107044,8013772760,961 West Center Street,,Orem,Utah,84057,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonehenge Of American Fork,F23-106860,8016422000,538 South 500 East,,American Fork,Utah,84003,Nursing Care Facility,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
